feature	s__Methanobrevibacter_smithii	s__Actinomyces_sp_ICM58	s__Trueperella_pyogenes	s__Bifidobacterium_adolescentis	s__Bifidobacterium_bifidum	s__Bifidobacterium_breve	s__Bifidobacterium_catenulatum	s__Bifidobacterium_dentium	s__Bifidobacterium_longum	s__Bifidobacterium_pseudocatenulatum	s__Rothia_mucilaginosa	s__Isoptericola_variabilis	s__Lancefieldella_parvula	s__Collinsella_aerofaciens	s__Collinsella_bouchesdurhonensis	s__Collinsella_tanakaei	s__Senegalimassilia_anaerobia	s__Adlercreutzia_equolifaciens	s__Eggerthellaceae_bacterium	s__Eggerthella_lenta	s__Slackia_isoflavoniconvertens	s__Bacteroidaceae_bacterium	s__Bacteroides_caccae	s__Bacteroides_cellulosilyticus	s__Bacteroides_clarus	s__Bacteroides_eggerthii	s__Bacteroides_faecis	s__Bacteroides_finegoldii	s__Bacteroides_fragilis	s__Bacteroides_intestinalis	s__Bacteroides_nordii	s__Bacteroides_ovatus	s__Bacteroides_salyersiae	s__Bacteroides_stercoris	s__Bacteroides_thetaiotaomicron	s__Bacteroides_uniformis	s__Bacteroides_xylanisolvens	s__Phocaeicola_dorei	s__Phocaeicola_massiliensis	s__Phocaeicola_vulgatus	s__Barnesiella_intestinihominis	s__Coprobacter_fastidiosus	s__Coprobacter_secundus	s__Butyricimonas_faecihominis	s__Butyricimonas_paravirosa	s__Odoribacter_splanchnicus	s__Paraprevotella_clara	s__Prevotella_copri_clade_A	s__Prevotella_histicola	s__Prevotella_marseillensis	s__Alistipes_communis	s__Alistipes_finegoldii	s__Alistipes_ihumii	s__Alistipes_indistinctus	s__Alistipes_inops	s__Alistipes_onderdonkii	s__Alistipes_putredinis	s__Alistipes_senegalensis	s__Alistipes_shahii	s__Parabacteroides_distasonis	s__Parabacteroides_merdae	s__Gemella_morbillorum	s__Granulicatella_adiacens	s__Enterococcus_faecalis	s__Enterococcus_faecium	s__Lacticaseibacillus_paracasei	s__Lacticaseibacillus_rhamnosus	s__Lactobacillus_delbrueckii	s__Lactobacillus_gasseri	s__Ligilactobacillus_salivarius	s__Limosilactobacillus_fermentum	s__Limosilactobacillus_oris	s__Lactococcus_lactis	s__Streptococcus_anginosus	s__Streptococcus_constellatus	s__Streptococcus_cristatus	s__Streptococcus_gordonii	s__Streptococcus_infantis	s__Streptococcus_mitis	s__Streptococcus_mutans	s__Streptococcus_oralis	s__Streptococcus_parasanguinis	s__Streptococcus_salivarius	s__Streptococcus_sp_263_SSPC	s__Streptococcus_thermophilus	s__Candidatus_Avimicrobium_caecorum	s__Clostridia_bacterium	s__Clostridia_bacterium_UC5_1_1D1	s__Clostridiaceae_bacterium	s__Clostridiaceae_bacterium_OM08_6BH	s__Clostridium_disporicum	s__Clostridium_fessum	s__Clostridium_paraputrificum	s__Clostridium_phoceensis	s__Clostridium_sp_AF20_17LB	s__Clostridium_sp_AF34_10BH	s__Clostridium_sp_AM22_11AC	s__Clostridium_sp_AM33_3	s__Clostridium_sp_AM49_4BH	s__Clostridium_sp_AT4	s__Hungatella_hathewayi	s__Mogibacterium_diversum	s__Clostridiales_bacterium	s__Clostridiales_bacterium_KLE1615	s__Evtepia_gabavorous	s__Intestinimonas_butyriciproducens	s__Eubacteriaceae_bacterium	s__Eubacterium_ramulus	s__Eubacterium_sp_AM28_29	s__Eubacterium_ventriosum	s__Anaerobutyricum_hallii	s__Anaerostipes_caccae	s__Anaerostipes_hadrus	s__Anaerotignum_faecicola	s__Anaerotignum_lactatifermentans	s__Blautia_faecis	s__Blautia_glucerasea	s__Blautia_massiliensis	s__Blautia_obeum	s__Blautia_producta	s__Blautia_sp_OF03_15BH	s__Blautia_wexlerae	s__Coprococcus_catus	s__Coprococcus_comes	s__Dorea_formicigenerans	s__Dorea_longicatena	s__Dorea_sp_AF24_7LB	s__Dorea_sp_AF36_15AT	s__Eisenbergiella_massiliensis	s__Eisenbergiella_tayi	s__Enterocloster_aldensis	s__Enterocloster_asparagiformis	s__Enterocloster_bolteae	s__Enterocloster_citroniae	s__Enterocloster_clostridioformis	s__Enterocloster_lavalensis	s__Faecalicatena_contorta	s__Faecalicatena_fissicatena	s__Fusicatenibacter_saccharivorans	s__Clostridium_symbiosum	s__Eubacterium_rectale	s__Lachnospiraceae_bacterium	s__Lachnospiraceae_bacterium_WCA3_601_WT_6H	s__Lachnospira_eligens	s__Lachnospira_pectinoschiza	s__Lacrimispora_amygdalina	s__Lacrimispora_celerecrescens	s__Mediterraneibacter_glycyrrhizinilyticus	s__Ruminococcus_gnavus	s__Ruminococcus_lactaris	s__Ruminococcus_torques	s__Roseburia_faecis	s__Roseburia_hominis	s__Roseburia_intestinalis	s__Roseburia_inulinivorans	s__Sellimonas_intestinalis	s__Tyzzerella_nexilis	s__Dysosmobacter_welbionis	s__Oscillibacter_sp_ER4	s__Intestinibacter_bartlettii	s__Romboutsia_timonensis	s__Agathobaculum_butyriciproducens	s__Anaerotruncus_colihominis	s__Anaerotruncus_rubiinfantis	s__Candidatus_Cibiobacter_qucibialis	s__Faecalibacterium_prausnitzii	s__Flavonifractor_plautii	s__Gemmiger_formicilis	s__Ruminococcaceae_bacterium	s__Ruminococcus_bromii	s__Ruminococcus_sp_NSJ_71	s__Ruthenibacterium_lactatiformans	s__Catenibacterium_sp_AM22_15	s__Coprobacillus_cateniformis	s__Dielma_fastidiosa	s__Clostridium_innocuum	s__Erysipelatoclostridium_ramosum	s__Faecalibacillus_intestinalis	s__Turicibacter_sanguinis	s__Firmicutes_bacterium_AF16_15	s__Acidaminococcus_intestini	s__Phascolarctobacterium_faecium	s__Phascolarctobacterium_succinatutens	s__Megamonas_funiformis	s__Allisonella_histaminiformans	s__Anaeroglobus_geminatus	s__Colibacter_massiliensis	s__Dialister_invisus	s__Dialister_pneumosintes	s__Megasphaera_micronuciformis	s__Veillonella_atypica	s__Veillonella_dispar	s__Veillonella_parvula	s__Veillonella_rogosae	s__Fusobacterium_nucleatum	s__Fusobacterium_pseudoperiodonticum	s__Parasutterella_excrementihominis	s__Sutterella_wadsworthensis	s__Bilophila_wadsworthia	s__Desulfovibrionaceae_bacterium	s__Desulfovibrio_piger	s__Campylobacter_concisus	s__Campylobacter_gracilis	s__Escherichia_coli	s__Klebsiella_pneumoniae	s__Aggregatibacter_segnis	s__Aggregatibacter_sp_oral_taxon_458	s__Haemophilus_parainfluenzae	s__Akkermansia_muciniphila	s__Unknown
BB.050	0	0	0	0	156818	0	0	7316	66689	0	0	0	0	0	0	0	0	0	0	7090	0	0	0	81231	0	118	0	0	0	0	8459	0	0	0	152727	228864	1828704	0	0	1268966	141681	0	0	10705	0	0	0	0	0	0	0	55687	0	0	0	72496	4929	0	19498	272906	151597	0	0	0	0	0	0	0	0	0	0	0	2405	262	0	0	0	0	0	0	0	556	0	0	0	0	27278	0	50842	58145	8562	73700	0	0	0	106060	65099	0	0	0	0	0	0	108930	0	0	0	0	9470	0	198424	0	122259	0	0	33475	9449	109841	22753	0	0	330722	0	0	0	0	0	0	0	0	0	0	16051	0	0	0	0	0	217850	0	71441	67588	183353	150717	0	0	0	0	30346	0	449606	490414	0	83973	1450916	17214	1659	3011	0	8655	0	13373	0	0	0	1563478	2679	0	0	208930	0	0	0	0	0	0	1111	0	21280	475390	16467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96869	23126	0	2707	0	0	11959	0	0	0	21412	0	110184
BB.048	0	17852	537	0	0	0	0	10888	10677	0	2673	2055	6555	57839	0	0	8310	2288	118	0	0	0	493415	541636	0	0	348290	0	0	0	210571	0	0	0	1244572	884566	0	2384786	335770	0	0	31391	0	27064	219791	0	68676	0	1610	78109	0	213976	4410	4684	0	0	111635	3634	123883	87670	0	0	315	0	0	0	0	0	2932	12950	0	0	0	58476	2233	707	30980	278	7685	0	44293	235195	11238	3697	313685	885	4619	0	117481	21829	0	14193	0	11299	0	10303	35980	0	235808	0	2571	4822	0	85188	14849	0	0	0	0	0	172629	0	89213	29195	0	240155	55050	55128	15197	0	0	70462	0	0	21182	23301	0	0	0	534	0	0	9664	15394	0	0	0	210587	45672	4651	41802	2095211	0	119106	0	49022	0	131	0	9554	104643	39628	48641	432103	263699	0	0	16790	0	0	0	22797	10040	0	26472	363134	2400	0	0	0	200087	0	0	0	0	1011	23524	0	0	36773	0	7258	0	0	0	1187	0	1578	679	41622	321436	112931	204394	0	13969	20715	0	88961	5277	0	0	18810	1815	0	0	0	0	23102	15544	248621
BB.047	0	2757	548	1417854	643064	7463	52008	0	1418595	116090	1921	2329	37	522348	637445	0	215885	0	0	0	49512	121688	65321	0	0	268700	0	0	0	0	0	742748	0	11690	5585	331628	0	382632	0	86839	12941	0	0	0	142597	622627	41090	313775	0	0	39104	0	0	0	0	0	9139	71094	0	361913	253268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2021	1139	0	372	513	2636	706	374	0	1112404	1675	20288	0	0	0	0	81336	0	14363	20123	3768	0	0	0	357	0	13218	0	0	18756	0	621578	0	1755157	0	232554	0	0	95998	0	0	324308	0	25219	816335	0	249582	525768	173923	245081	28616	0	0	0	0	0	11153	0	0	0	0	111178	0	218048	102706	270824	0	619	12669	0	0	9624	0	579149	49399	25	6966	255659	0	0	264190	0	45	10419	0	0	0	213051	710113	186117	0	0	0	0	59800	278839	15907	0	20607	314	39157	2096	21951	15089	0	20087	0	0	0	0	0	0	0	0	0	0	1004	567	0	0	27418	87710	11708	0	0	0	21075	0	0	0	27058	0	25805
BB.046	0	0	971	2063	0	242324	0	73603	85576	4587	14069	25743	1077	73676	0	931	0	0	887	5651	0	0	303626	9960	0	0	70689	79406	5523	0	0	468606	18060	0	202674	119807	2501	371326	0	1312408	20	0	0	0	0	2036	0	0	671	0	0	0	0	0	0	7992	12420	0	4620	73340	6226	0	0	0	191206	0	0	556	21325	0	0	0	600	7487	0	0	1701	3438	11058	251	3230	119535	66369	12108	11254	0	0	0	11929	0	0	11049	0	0	0	28063	34778	0	0	11969	1549	2111	1143	0	4185	0	0	0	0	0	256451	0	45484	0	16599	30125	0	157927	74352	0	0	441906	0	171398	0	0	0	0	0	0	7735	1939	5987	0	0	0	24	0	77265	19310	5679	13539	0	214582	0	68605	0	4741	269034	99236	22166	0	0	48480	217881	11482	0	0	0	0	0	35792	0	0	0	314143	6641	38439	0	0	0	0	0	3045	0	4361	109270	0	0	0	0	0	2479	0	0	372	0	222	1037	146389	591485	268440	255937	0	13123	6744	0	18214	488	0	0	850	0	559379	1544	0	3062	199969	0	34381
BB.044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16658	0	0	0	0	0	0	0	0	3264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18078	13317317	0	0	0	0	0
BB.042	0	2814	0	0	0	0	0	165217	4184650	0	0	0	0	451	0	0	0	0	0	0	0	2345	2519	0	0	120	0	0	4151	0	0	1457	1913	0	5241	5402	0	4081	378	2252	764	0	0	0	0	1589	0	5105	3933	0	0	0	0	0	0	21083	6017	0	368	3322	0	0	0	0	0	0	0	0	1568	0	4161	0	0	19664	0	0	0	0	0	0	328	9009	909	0	279279	0	1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23752	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	575	0	0	0	0	0	0	180	4176	80254	0	0	0	0	0	0	0	16258	152825	4151108	0	0	0	0	0	736	0	0	1336	0	17487	2137	8970	14442	5144	22276	0	30706	0	0	1988793	0	0	2662	712373	3479	17293693	0	0	0	938	0	13664
BB.041	9830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4166141	0	0	0	0	0	0	0	0	0	12457	0	0	0	0	0	0	5738	0	0	0	0	0	24891	0	0	909	10691	4261	0	921	1076288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85580	1414	206668	0	2486	0	0	0	0	0	0	0	48680	0	0	0	51050	0	9202	0	16797	71391	30523	0	0	0	43633	0	52891	0	82053	43222	145646	0	0	0	0	434180	0	0	8224	40714	0	0	49668	78400	4559	6280	310514	6486	6523	2179	2378	0	0	27545	0	1017685	0	0	0	24298	0	0	48143	0	4465	0	141618	208578	196066	0	36301	24941	0	0	0	0	287	864	56389	382885	4706	0	10349	0	13951	23511	0	0	0	0	1562	0	0	0	0	117252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378270
BB.040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	815777	1658285	0	0	215884	0	12337	298457	1642	75184	0	0	812948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8682	0	0	0	24688	2122	222065	48025	3043	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	1944	65452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124590	0	69110	0	0	0	0	0	0	0	0	0	0	161584	2841370	0	0	0	0	0
BB.036	0	0	0	0	0	0	0	1736	4309	0	0	0	0	4411	0	0	604	0	0	414	3145	0	93926	0	8969	0	50771	0	0	0	0	29440	0	387475	0	121575	12814	186542	11161	0	32496	10408	0	8161	0	33874	46219	0	0	0	0	0	2594	0	129869	0	0	0	16960	26571	22032	0	0	0	0	0	0	0	0	0	0	0	1221	5080	0	0	348	2790	0	0	653	10517	37720	0	1130	0	0	0	9457	2130	0	6676	0	0	4263	124050	0	0	0	0	0	0	0	13950	2077	11956	0	0	0	0	44646	0	48131	0	1858	29599	0	16183	6307	0	0	39642	0	12053	6325	9300	0	0	0	0	0	0	0	0	0	0	0	39423	26043	4182	54480	6896	0	56615	0	1006	450	0	0	7320	15376	0	0	0	81795	0	0	0	0	0	0	734	0	0	0	223227	13174	12321	0	0	0	0	0	0	0	0	0	17251	0	9797	0	0	7938	0	0	0	0	0	0	0	6020	1863	26682	1915	162	0	108	3035	7771	0	0	0	0	0	0	1145	0	63333	0	6877
BB.035	0	0	0	0	0	0	0	0	0	0	0	0	3226	5277	0	0	0	0	0	0	0	0	0	0	0	0	33208	0	0	0	0	0	0	0	0	1696660	1421308	3372649	58794	1762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	863	0	0	3482	0	0	0	0	0	1702	0	0	0	0	0	795	0	0	6239	0	0	0	0	0	0	0	0	20999	0	0	9820	0	0	13908	0	0	0	0	0	0	0	0	0	0	0	0	1690	0	22485	0	0	0	0	0	0	0	0	4715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17024	0	0	0	0	63337	0	0	0	0	0	0	0	0	0	0	0	117086	0	0	0	0	0	0	4735	0	526	0	0	0	0	0	0	0	0	4348	0	0	0	0	0	0	0	227
BB.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	997	0	120154	311264	0	0	0	340951	0	65125	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4759	1956931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8403768	0	0	0	0	0	0
BB.031	7008	0	0	12146	8047	0	0	0	3866	0	0	0	0	41566	9153	0	8934	0	0	0	19889	30032	0	4002	0	0	0	0	28536	0	0	59247	1607	24684	0	331857	10006	0	0	17350	1731	0	0	0	0	8122	16764	0	0	0	1282	0	63	20452	1656	33046	3769	3651	9202	31425	124050	0	0	0	0	0	0	0	0	0	0	0	0	906	0	0	235	0	0	0	0	5814	0	0	0	860	163635	1140	6241	1918	0	3275	0	3400	0	68907	0	0	8600	0	0	0	0	7836	26621	0	3765	185	50848	0	32188	0	13492	195	0	19628	0	18290	22335	0	3598	74432	16814	61149	26877	101903	9415	10940	0	0	0	0	0	0	0	0	0	18912	28003	0	38468	22283	26833	865	0	0	0	0	0	13385	236165	0	17068	165458	199851	0	0	5707	39526	2605	1331	9626	176	5270	33234	158737	0	63249	16531	46167	0	12087	73747	0	0	719	0	15927	582	71490	0	0	52107	0	2242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6815	0	0	0	0	0	266301
BB.030	0	0	0	0	540	0	0	0	49078	0	1599	0	0	3508	0	0	0	0	0	0	0	0	138538	0	0	0	0	0	0	0	0	18465	5536	161320	0	11207	2501	0	6977	374105	0	0	0	0	0	0	0	1818212	0	0	0	0	0	0	0	0	0	0	0	6572	0	0	0	0	0	0	0	0	0	0	0	0	5562	63	0	0	0	0	83	0	1633	14155	103770	0	0	0	0	0	0	0	0	0	0	0	0	1016	50495	1551	0	0	0	0	0	5095	0	0	0	0	0	0	58696	0	82776	0	0	810	0	3043	0	0	0	2394	0	2938	2513	8220	0	0	0	0	0	0	0	0	0	0	0	0	8306	0	0	15190	0	0	0	21833	2889	0	70800	0	0	0	0	0	0	0	0	0	0	0	0	6063	0	0	0	38494	0	0	0	0	0	0	0	0	0	4154	38975	0	0	0	0	0	0	0	0	0	0	0	0	0	44395	9624	29697	0	0	0	0	7465	0	0	0	1486	310	60846	0	0	0	63787	0	0
BB.028	884	0	0	0	0	0	0	0	0	0	1683	0	0	20506	0	0	0	11808	0	9253	0	2548	281013	99614	287841	0	0	16123	116312	171464	78840	16722	0	814	90827	450004	0	478622	0	3410279	207098	272335	86530	271269	538250	138915	37562	0	0	0	5740	116989	4329	4668	0	430439	173747	3138	73312	331064	96534	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	311	1671	0	2548	1082	0	0	19075	0	5946	2110	46033	90865	0	21823	0	1204	10171	101029	244354	0	4647	0	46287	0	5581	38402	23185	219	0	21695	0	0	123236	0	12819	94931	0	237244	0	9917	16267	0	0	438042	51392	33062	28329	61349	295	10056	3089	24086	181461	12205	256481	46618	1797	36270	0	7137	6769	74551	60903	184549	0	10968	16855	86162	10793	1538	0	212670	233711	61131	107922	0	342988	0	0	12295	63337	0	0	10781	33616	1939	53727	350480	8351	16414	0	0	39730	3105	0	753	0	529	1029	5937	0	18663	0	232685	0	0	6869	0	0	0	0	0	154	1275	823	0	0	378	0	204705	63094	0	95873	0	0	1068255	0	6689	0	5284	1641459	1017462
BB.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13988	0	0	0	0	0	0	0	320078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8569	0	21419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14989	0	24608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2939	963	0	0	0	0	0	0	0	4136597	0	4150	2787	18559	0	0
BB.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	416	0	0	0	0	0	0	0	0	0	229610	0	0	0	0	0	0	12974940	0	0	0	0	0	0	0	592929	0	0	0	0	0	2949021	0	0	49	161177	116756	107893	990553	933370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20179	0	0	305	0	0	0	65560	0	1113	0	0	25187	5771	0	381	17951	0	0	0	0	0	0	0	0	0	34569	607	0	8034	0	10162	0	0	161781	2648	0	0	0	1329	6450	27627	4341	0	0	0	33171	0	238485	2440	0	7007	0	0	0	2476	0	93224	0	0	0	0	0	10542	46388	0	17652	0	0	0	0	0	31495	1426	0	0	0	0	0	0	0	12923	18580	0	0	9260	3902	24023	0	0	0	2018	69774	0	0	0	0	0	0	0	1941	0	124	97	0	0	3899	338	46257	0	588	0	0	686027	42790	0	0	0	0	3544	0	0	0	0	142173	954
BB.024	0	0	0	141802	1510210	0	233251	2995924	259149	0	0	0	544	20966	0	71023	0	0	0	0	38732	0	4872	0	0	0	29879	0	1247685	0	0	1009449	0	0	3271	5273	5142	450527	0	16193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11803	0	1330	0	0	0	150	0	0	0	0	0	0	0	0	761	990	566	8806	22463	0	2423	0	8378	2507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1546	0	11954	0	0	0	0	0	0	6002	0	106122	0	0	0	0	0	0	0	0	0	0	11704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	7070	0	3224	0	105146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73125	0	0	0	0	0	0	0	0	0	75850	374	113212	0	0	0	0	38576	0	0	1405	0	1604	10738	1120	4992	4798	58917	28798	36094	52646	10578	1450376	5106	0	0	6726	361	560260	0	32137	4833	306631	0	1808
BB.020	0	0	114	0	0	0	0	23300	238261	141848	0	0	151	0	0	0	0	227939	141128	2238	0	0	0	0	0	0	160093	0	61938	0	0	1213	85139	603824	0	1815034	1578931	58517	679107	1977263	0	0	0	14463	35325	28606	0	0	0	0	34684	50308	29178	2414	0	168112	376258	0	0	56957	86086	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	7092	21083	153	10872	0	21695	1164	8121	12957	0	0	0	11993	0	0	0	0	0	0	0	0	0	37478	0	3373	0	0	60500	0	789430	212	278542	0	0	21405	0	15348	2712	0	0	512182	13468	0	35927	34954	223072	1601	0	0	7631	890	27981	1199	34698	0	24	0	277771	107	0	59263	2646	0	0	17068	7331	16709	83272	0	167316	0	0	379974	134124	0	2514	12027	70134	7235	0	32622	4211	0	0	1129433	12133	94855	0	0	0	3264	229363	0	0	0	1757	0	0	4157	480304	0	0	0	0	697	0	106857	0	7641	39955	30440	71246	0	1164	0	1302	261630	19209	71898	0	465	1238	65591	0	0	0	46001	0	182892
BB.019	0	0	0	0	0	0	0	0	7132	0	0	0	0	3466	0	0	0	0	0	0	0	0	874835	0	0	0	0	69425	70075	0	195606	76690	0	69742	2126840	908790	142347	0	184641	1230382	0	0	0	16476	0	7164	175749	0	0	0	0	5069	231	0	0	65608	5251	0	2203	3579448	2260694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47016	0	0	0	0	3275	0	0	13665	2922	0	0	0	0	8574	0	0	9904	0	2001	0	470	0	0	0	0	15232	1607	0	0	58377	0	297	0	0	0	0	0	0	0	0	3145	1464	0	0	0	0	3473	22661	0	0	0	0	0	0	0	0	8928	0	16756	0	0	0	4349	0	1734	0	0	0	0	1100	0	0	406	0	9511	0	0	0	0	0	4959	0	0	1018	39876	0	0	0	0	0	0	109616	0	0	0	0	0	0	0	0	680	0	0	0	0	291283	6023	0	1700	0	0	1493717	0	0	0	3252	0	100867
BB.013	0	0	391	0	0	3965654	0	205729	0	0	8934	3538	57062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60167	0	18523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1336	1212322	12720	0	353306	0	541276	0	826371	590801	0	2200710	26573	6187	0	3609	18649	27697	67241	0	0	54259	4649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45780	12093	0	0	0	0	5719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15086	0	0	0	0	9050	0	2879	381	42681	12935	93486	1600948	0	2448	0	0	0	0	0	0	0	3057	0	0	0	0	0	0	0
BB.012	0	20371	0	0	0	0	0	416204	0	0	0	0	6777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1508	0	0	1860784	0	0	0	0	0	0	0	0	0	284	0	3343176	0	0	0	0	0	0	0	0	0	19978	1906	0	2001	0	1846	0	1124	13241	1627	442	149405	0	37657	983	0	0	0	0	9191	0	0	0	0	0	0	0	1939780	922	0	0	0	542	0	0	0	0	0	8267	0	0	0	0	0	0	0	41837	0	29398	7504	0	0	0	0	0	0	0	20873	0	106980	22065	16764	0	0	0	0	23855	0	9158	0	0	0	0	0	0	966922	0	0	236603	0	125275	0	52391	10634	8827	0	48924	0	0	0	0	0	0	111759	0	2344	0	0	27423	0	0	0	55942	181711	0	3488	0	0	0	0	0	0	7141	0	1517	284	100937	0	32632	668867	0	108095	5437	0	0	0	0	0	0	21223	254162	0	0	1098	440117	0	755
